名称,拼音,英文名,拉丁名,类别,来源,产地,性状,品质,性味,功效
青风藤,Qingfengteng,Ovientvine Stem,Sinomenii Caulis,藤木类,防己科植物青藤 Sinomenium acutum (Thunb.) Rehd. et Wils.的干燥藤茎。,主产于华东、华南地区和云南。,呈细长圆柱形，直径5~20mm，外表灰褐色或棕褐色，有纵皱及横向皮孔，节处膨大。体轻，质坚实而脆，易折断，断面灰黄色或淡灰棕色，不平坦。横切面韧皮部很窄，木质部导管与射线呈放射状排列，导管较大，中央为圆形的髓。气弱，味苦。,以外皮绿褐色、条均匀者为佳。,苦、辛，平。,祛风湿，通经络，利小便。用于风湿痹痛，关节肿胀，麻痹瘙痒。
大血藤,Daxueteng,Sargenrgloryvine,Sargentodexae Caulis,藤木类,木通科植物大血藤Sargentodoxa cuneata (Oliv.) Rehd. et Wils.的干燥藤茎。,主产湖北、四川、江西、河南等地。,干燥茎呈圆柱形，略弯曲，通常截成长约30cm的段状，直径1~3cm。外表棕色或灰棕色，粗糙，具有浅的纵槽纹及明显的横裂纹，有时可见膨大的节部及略凹陷的枝痕或叶柄痕，栓皮常呈鳞片状开裂，脱落处露出淡红棕色的内皮部。质坚韧，有弹性，折断面裂片状；平整的横切面，本质部黄白色，导管呈细孔状，髓射线棕红色，放射状排列。气异香，味淡微涩。,以条匀、径粗者佳。,苦、平。,败毒消痈，活血通络，祛风杀虫的作用。治急、慢性阑尾炎，风湿痹痛，赤痢，血淋，月经不调，疳积，虫痛，跌扑损伤。
川木通,Chuanmutong,Armand Clematis Stem,Clematidis Armandii Caulis,藤木类,毛茛科植物小木通Clematis armandii Franch. 或绣球藤Clematis montana Buch.-Ham.的干燥藤茎。,主产于四川、贵州、湖南、陕西等地。,呈长圆柱形，略扭曲，长50~100cm，直径2~3.5cm。表面黄棕色或黄褐色，有纵向凹沟及棱线；节处多膨大，有叶痕及侧枝痕。残存皮部易撕裂。质坚硬，不易折断。切片厚0.2~0.4cm，边缘不整齐，残存皮部黄棕色，木部浅黄棕色或浅黄色，有黄白色放射状纹理及裂隙，其间布满导管孔，髓部较小，类白色或黄棕色，偶有空腔。,以断面黄白色者为佳。,淡、苦，寒。,清热利尿，通经下乳。用于水肿、淋病，小便不通，关节痹痛，经闭乳少。
苏木,Sumu,Sappan Wood,Sappan Lignum,藤木类,豆科植物苏木Caesalpinia sappan L.的干燥心材。,主产于贵州、广东、广西、台湾等地。,呈长圆柱形或对剖半圆柱形，长10~100cm，直径3~12cm。表面黄红色至暗红色，可见红白相间的细条纹，具刀削痕和枝痕，常见纵向裂缓。横断面略具光泽，年轮明显，有的可见暗棕色、质松、带亮点的髓部。质坚硬。无臭，味徽涩。,以坚实、粗大、色黄红者为佳。,甘、咸，平。,血祛瘀，消肿定痛。主妇人血滞经闭，痛经，产后瘀阻心腹痛，产后血晕，痈肿，跌打损伤，破伤风 。
桂枝,Guizhi,Cassiabarktree Twig,Cinnamomi Ramulus,藤木类,樟科植物肉桂Cinnamomum cassia Presl的干燥嫩枝。,主产于福建、广东、广西等地。,呈长圆柱形，多分枝，长30~75cm，粗端直径0.3~1cm。表面红棕色至棕色，有纵棱线、细皱纹及小疙瘩状的叶痕、枝痕、芽痕，皮孔点状。质硬而脆，易折断。切片厚2~4mm，断面皮部红棕色，木部黄白色至浅黄棕色，髓部略呈方形。有特异香气，味甜、微辛，皮部味较浓。,以枝条细嫩均匀、棕黄色、气香浓者为佳。,辛、甘，温。,发汗解肌，温通经脉，助阳化气，平冲降气。用于风寒感冒，脘腹冷痛，血寒经闭，关节痹痛，痰饮，水肿，心悸，奔豚。
降香,Jiangxiang,Rosewood Heart Wood,Dalbergiae Odoriferae Lignum,藤木类,豆科植物降香檀Dalbergia odorifera T. Chen的树干和根的干燥心材。,主产于广西、广东、福建、海南等地。,该品呈类圆柱形或不规则块状。表面紫红色或红褐色，切面有致密的纹理。质硬，有油性。气微香，味微苦。,以坚实、富有性、香气浓、紫红色者为佳。,辛，温。,行气活血，止痛，止血。用于脘腹疼痛，肝郁胁痛，胸痹刺痛，跌扑损伤，外伤出血。
鸡屎藤,Jishiteng,Chinese Fevervine Herb and Root,Paederiae Scandentis Herba et Radix,藤木类,茜草科植物鸡矢藤Paederia scandens (Lour.) Merr.的干燥藤茎或地上部分。,主产长江流域及其以南各地。,鸡矢藤茎呈扁圆柱形，稍扭曲，无毛或近无毛，老黄牛茎灰棕色，直径3~12mm，栓皮常脱落，有纵皱纹及叶柄断痕，易折断，断面平坦，灰黄色；嫩茎黑褐色，直径1~3mm，质韧，不易折断，断面纤维性，灰白色或浅绿色。叶对生，多皱缩或破碎，完整者展平后呈宽卵形或披针形，长5~15cm，宽2~6cm，先端尖，基部楔形，圆形或浅心形，全缘，绿褐色，两面无柔毛或近无毛；叶柄长1.5~7cm，无毛或有毛。聚伞花序顶生或腋生，前者多带叶，后者疏散少花，花序轴及花均被疏柔毛，花淡紫色。气特异，味微苦、涩。,以条匀、叶多、气浓者为佳。,甘、酸，平。,祛风除湿；消食化积；解毒消肿；活血止痛。主治风湿痹痛；食积腹胀；小儿疳积；腹泻；痢疾；中暑；黄疸；肝炎；肝脾肿大；咳嗽；瘰疬；肠痈；无名肿毒；脚湿肿烂；烫火伤；湿疹；皮炎；跌打损伤；蛇蛟蝎螫。
鸡血藤,Jixueteng,Suberect Spatholobus Stem,Spatholobi Caulis,藤木类,豆科植物密花豆Spatholobus suberectus Dunn的干燥藤茎。,主产于云南、广西、广东等地。,该品为椭圆形、长矩圆形或不规则的斜切片，厚0.3~1cm。栓皮灰棕色，有的可见灰白色斑，栓皮脱落处现红棕色。切面木部红棕色或棕色，导管孔多数；韧皮部有树脂状分泌物呈红棕色至黑棕色，与木部相间排列呈3~8个偏心性半圆形环；骨部偏向一侧。质坚硬。气微，味涩。,以树脂分泌物多者为佳。,苦、甘，温。,补血，活血，通络。用于月经不调，血虚萎黄，麻木瘫痪，风湿痹痛。
络石藤,Luoshiteng,Chinese Starasmine Stem,Trachelospermi Caulis et Folium,藤木类,夹竹桃科植物络石Trachelospermum jasminoides (Lindl.) Lem.的干燥带叶藤茎。,主产于江苏、安徽、江西、山东、福建等地。,本品茎呈圆柱形，弯曲，多分枝，长短不一，直径1~5mm；表面红褐色，有点状皮孔及不定根；质硬，断面淡黄白色，常中空。叶对生，有短柄；展平后叶片呈椭圆形或卵状披针形，长1~8cm，宽0.7~3.5cm；全缘，略反卷，上表面暗绿色或棕绿色，下表面色较淡，革质。气微，味微苦。,以叶多、色绿者为佳。,苦，微寒。,祛风通络，凉血消肿。用于风湿热痹，筋脉拘挛，腰膝酸痛，喉痹，痈肿，跌扑损伤。
木通,Mutong,Akabia Stem,Akebiae Caulis,藤木类,木通科植物木通Akebia quinata (Thunb.) Decne.、三叶木通Akebia trifoliata (Thunb.) Koidz.及白木通Akebia trifoliata (Thunb.) Koidz. var. australis (Diels) Rehd.的干燥藤茎。,主产华东地区。,木通：藤茎圆柱形，稍扭曲，直径0.2~0.5cm。表面灰棕色，有光泽，有浅的纵纹，皮孔圆形或横向长圆形，突起，直径约1mm；有枝。质坚脆，较易折断，横断面较平整，皮部薄易剥离，木部灰白色，导管孔排列紧密而无规则，射线细，不明显，中央髓圆形，明显。气微，味淡而微辛。三叶木通：藤茎圆柱形，扭曲，直径0.2~1.5cm。表面灰色、灰棕色或暗棕色，颜色不均匀，极粗糙，有许多不规则纵裂纹及横裂纹，有时附生灰绿色苔藓，皮孔圆形或横向长圆形，突起，棕色，不明显，直径1~2mm；有枝痕。皮部易与木部剥离，去皮处表面棕黄色，射线处有深棕色纵沟。质坚韧，难折断，断面木部黄白色，导管孔细密，排列不规。白木通藤茎直径5~8mm。表面黄棕色或暗棕色，有不规则纵沟纹；有枝痕。质坚韧，难折断，断面木部淡黄色，导管细密，排列不规则，射线约13条，浅黄色放射状，髓类圆形。气微，味徽苦。,以条粗、均匀者为佳。,苦，微寒。,清热利尿；活血通脉。主小便赤赤；淋浊；水肿；胸中烦热；喉喉疼痛；口舌生疮；风湿痹痛；乳汁不通；经闭；痛经。
忍冬藤,Rendongteng,Japanese Honeysuckle Stem,Lonicerae Japonicae Caulis,藤木类,忍冬科植物忍冬Lonicera japonica Thunb.的干燥茎枝。,主产于河南、山东等地，目前全国大部分地区均由栽培。,该品呈长圆柱形，多分枝，常缠绕成束，直径1.5~6mm。表面棕红色至暗棕色，有的灰绿色，光滑或被茸毛；外皮易剥落。枝上多节，节间长6~9cm，有残叶及叶痕。质脆，易折断，断面黄白色，中空。无臭，老枝味微苦，嫩枝味淡。,以枝条均匀、嫩枝稍有毛、外皮枣红色、质嫩带叶者为佳。,甘，寒。,清热解毒，疏风通络。用于温病发热，热毒血痢，痈肿疮疡，风湿热痹，关节红肿热痛。
桑寄生,Sangjisheng,Chinese Taxillus Herb,Taxilli Herba,藤木类,桑寄生科植物桑寄生Taxillus chinensis (DC.) Danser的干燥带叶茎枝。,主产福建、两广等地。,茎枝呈圆柱形，长3~4cm，直径0.2~1cm；表面红褐色或灰色，具细纵纹，并有众多细小皮孔，小枝有棕红色细毛。有时逞叶，多卷缩，完整者呈卵圆形，全缘，棕色，革质，幼叶亦被棕红色细毛。茎坚硬，断面不整齐，皮部红棕色，木榈色较浅。无臭，味涩。,以红褐色、枝细嫩、叶多者为佳。,苦、甘，平。,祛风湿，益肝肾，强筋骨，安胎。
桑枝,Sangzhi,Mulberry Twig,Mori Ramulus,藤木类,桑科植物桑Morus alba L.的干燥嫩枝。,主产安徽、江苏、浙江、湖南、四川等地。,干燥的嫩枝呈长圆柱形，长短不一，直径0.5~lcm。外表灰黄色或灰褐色，有多数谈褐色小点状皮孔及细纵纹，并可见灰白色半月形的叶痕和棕黄色的叶芽。质坚韧，有弹性，较难折断，断面黄白色，纤维性。斜片呈椭圆形，长约2mm。切面皮部较薄，木部黄白色，射纹细密，中心有细小而绵软的髓。有青草气，味淡略粘。,以质嫩、断面黄白色者为佳。,苦，平。,祛风湿，利关节，行水气。主治风寒湿痹，四肢拘挛，脚气浮肿，肌体风痒。
通草,Tongcao,Rice Paper Plant Pith,Tetrapanacis Medulla,藤木类,五加科植物通脱木Tetrapanax papyriferus (Hook.) K. Koch的干燥茎髓。,主产四川、贵州、湖北、云南等地。,茎贿呈圆柱形，长20~40cm，直径1~2.5cm。表面白色或淡黄色，有浅纵沟纹。体轻，质松软，稍有弹性，易折断，断面平坦，显银白色光泽，中内有直径0.3~1.5cm的空心或半透明的薄膜，纵剖面呈梯状排列，实心者 (仅在细小茎贿中的某小段) 少见。无臭，无味。,以条粗壮、色洁白、有弹性、空心有隔膜者为佳。,甘、淡，微寒。,清热利湿；通乳，用于淋症涩痛；小便不利；水肿；黄疸；湿温病；小便短赤；产后乳少；经闭；带下。
檀香,Tanxiang,Sandalwood,Santali Albi Lignum,藤木类,檀香科植物檀香Santalum albm L.树干的干燥心材。,主产印度、印尼、马来西亚等地。,本品为长短不一的圆柱形木段，有的略弯曲，一般长约1m，直径10~30cm。外表面灰黄色或黄褐色，光滑细腻，有的具疤节或纵裂，横截面呈棕黄色，显油迹；棕色年轮明显或不明显，纵向劈开纹理顺直。质坚实，不易折断。气清香，燃烧时香气更浓；味淡，嚼之微有辛辣感。饮片多为卷曲或破碎的刨片，表面灰黄色，较粗糙，有细致的刨裂纹。,以体重、坚实、显油迹、香气浓者为佳。,辛，温。,行气温中，开胃止痛。用于寒凝气滞，胸痛，腹痛，胃痛食少；冠心病，心绞痛。
竹茹,Zhuru,Bamboo Shavings,Bambusae Caulis in Taenias,藤木类,禾本科植物青秆竹Bambusa tuldoides Munro、大头典竹Sinocalamus beecheyanus (Munro) Mc-Clure var. pubescens P. F. Li 或淡竹Phyllostachys nigra (Lodd.) Munro var. henonis (Mitf.) Stapf ex Rendle 的茎秆的干燥中间层。,主产中南、华东、西南地区。,本品呈不规则的丝状或薄带状，常卷曲扭缩而缠结成团或作创花状，长短不一，宽0.5~0.7cm，厚0.3~0.5cm。全体淡黄白色、浅绿色、青黄色、灰黄色、灰黄绿色、黄而韧，有弹性。气稍清香，味微甜。,以身干、黄绿色、细丝均匀、质柔软者为佳。,甘，微寒。,清热化痰，除烦止呕。用于痰热咳嗽、胆火挟痰、烦热呕吐、惊悸失眠、中风痰迷、舌强不语、胃热呕吐、妊娠恶阻、胎动不安。
紫苏梗,Zisugeng,Cutivated Purple Perilla Stem,Perillae Caulis,藤木类,唇形科植物紫苏Perilla frutescens (L.) Britt.的干燥茎。,主产浙江、江苏、河南、河北等地。,本品呈方柱形，四棱钝圆，长短不一，直径0.5~1.5cm。表面紫棕色或暗紫色，四面有纵沟及细纵纹，节部稍膨大，有对生的枝痕和叶痕。断面裂片状。切片厚2~5mm，常呈斜长方形，木部黄白色，射线细密，呈放射状，髓部白色。,以外皮紫棕色、有香气者为佳。,辛，温。,理气宽中，止痛，安胎。用于胸膈痞闷，胃脘疼痛，嗳气呕吐，胎动不安。
皂角刺,Zaojiaoci,Chinese Honeylocust Spine,Gleditsiae Spina,藤木类,本品为豆科植物皂荚Gleditsia sinensis Lam.的干燥棘刺。,主产于江苏、湖北、河北、山西、河南、山东等地。,本品为主刺及1~2次分枝的棘刺。主刺长3~15cm或更长，直径0.3~1cm；分枝刺长1~6cm，刺端锐尖。表面紫棕色或棕褐色。体轻，质坚硬，不易折断。切片厚0.1~0.3cm，常带有尖细的刺端；木部黄白色，髓部疏松，淡红棕色；质脆，易折断。气微，味淡。,以片薄、纯净、无核梗、色棕紫、切片中间棕红色、慷心者为佳,辛，温。,消肿托毒，排脓，杀虫。用于痛疽初起或脓成不溃；外治疥癣麻风。
白扁豆,Baibiandou,White Hyacinth Bean,Lablab Semen Album,果实及种子类,豆科植物白扁豆Dolichos lablab L.的干燥成熟种子。,主产于安徽、陕西、湖南、河南等地。,种子扁椭圆形或扁卵圆形，长0.8~1.3cm，宽6~9mm，厚约7mm。表面淡黄白色或淡黄色，平滑，稍有光泽，有的可见棕褐色斑点，一侧边缘有隆起的白色半月形种阜。长7~10mm，剥去后可见凹陷的种脐，紧接种阜的一端有珠孔，另端有种脊。质坚硬，种皮薄而脆，子叶2片，肥厚，黄白色。气微，味淡，嚼之有豆腥气。,以粒大、饱满、色白者为佳。,甘，微温。,补脾和中，化湿消暑。用于脾胃虚弱、食欲不振、大便溏泻、白带过多、暑湿吐泻、胸闷腹胀。
白果,Baiguo,Ginkgo Seed,Ginkgo Semen,果实及种子类,银杏科植物银杏Ginkgo biloba L.的干燥成熟种子。,主产广西、四川、湖北、江苏等地。,除去外种皮的种子卵形或椭圆形，长1.5~3cm，宽1~2.2cm。外壳 (中种皮) 骨质，光滑，表面黄白色或淡棕黄色，基部有一圆点状突起，边缘各有1条棱线，偶见3条棱线。内种皮膜质，红褐色或淡黄棕色。种仁扁球形，淡黄色，胚乳肥厚，粉质，中间有空隙；胚极小。气无，味微甘、苦。,以壳色黄白、种仁饱满，断面色淡黄者为佳。,甘、苦、涩，平，有小毒。,敛肺定喘；止带缩尿。哮喘痰嗽；白带；白浊；遗精；尿频；无名肿毒； 皶鼻。
